State and County information--FIPS Codes and Corresponding Names
Region is the fifth column
Final two columns are Estimated 2016 and 2017 Population, respectively
13,1,Georgia,Appling County,Eastern,18485,18521
13,3,Georgia,Atkinson County,Eastern,8320,8342
13,5,Georgia,Bacon County,Eastern,11365,11319
13,7,Georgia,Baker County,Western,3208,3200
13,9,Georgia,Baldwin County,Central,45190,44906
13,11,Georgia,Banks County,Central,18309,18634
13,13,Georgia,Barrow County,Central,77091,79061
13,15,Georgia,Bartow County,Western,103431,105054
13,17,Georgia,Ben Hill County,Central,17190,16996
13,19,Georgia,Berrien County,Central,19014,19186
13,21,Georgia,Bibb County,Central,153205,152862
13,23,Georgia,Bleckley County,Central,12898,12830
13,25,Georgia,Brantley County,Eastern,18355,18731
13,27,Georgia,Brooks County,Central,15693,15587
13,29,Georgia,Bryan County,Eastern,35842,37060
13,31,Georgia,Bulloch County,Eastern,74721,76149
13,33,Georgia,Burke County,Eastern,22608,22522
13,35,Georgia,Butts County,Central,23710,24059
13,37,Georgia,Calhoun County,Western,6393,6455
13,39,Georgia,Camden County,Eastern,52416,53044
13,43,Georgia,Candler County,Eastern,10915,10797
13,45,Georgia,Carroll County,Western,116291,117812
13,47,Georgia,Catoosa County,Western,66267,66550
13,49,Georgia,Charlton County,Eastern,12751,12715
13,51,Georgia,Chatham County,Eastern,289390,290501
13,53,Georgia,Chattahoochee County,Western,10100,10343
13,55,Georgia,Chattooga County,Western,24833,24770
13,57,Georgia,Cherokee County,Western,241600,247573
13,59,Georgia,Clarke County,Central,125018,127064
13,61,Georgia,Clay County,Western,3006,2962
13,63,Georgia,Clayton County,Western,280006,285153
13,65,Georgia,Clinch County,Eastern,6789,6727
13,67,Georgia,Cobb County,Western,750477,755754
13,69,Georgia,Coffee County,Eastern,43015,43014
13,71,Georgia,Colquitt County,Central,45671,45835
13,73,Georgia,Columbia County,Eastern,147451,151579
13,75,Georgia,Cook County,Central,17187,17277
13,77,Georgia,Coweta County,Western,140472,143114
13,79,Georgia,Crawford County,Central,12291,12295
13,81,Georgia,Crisp County,Central,22935,22736
13,83,Georgia,Dade County,Western,16242,16285
13,85,Georgia,Dawson County,Central,23613,24379
13,87,Georgia,Decatur County,Western,26715,26716
13,89,Georgia,DeKalb County,Central,746690,753253
13,91,Georgia,Dodge County,Central,20837,20730
13,93,Georgia,Dooly County,Central,13885,13737
13,95,Georgia,Dougherty County,Central,90395,89502
13,97,Georgia,Douglas County,Western,142021,143882
13,99,Georgia,Early County,Western,10298,10296
13,101,Georgia,Echols County,Eastern,3981,3936
13,103,Georgia,Effingham County,Eastern,58553,59982
13,105,Georgia,Elbert County,Eastern,19143,19109
13,107,Georgia,Emanuel County,Eastern,22404,22530
13,109,Georgia,Evans County,Eastern,10668,10775
13,111,Georgia,Fannin County,Western,24991,25322
13,113,Georgia,Fayette County,Western,111248,112549
13,115,Georgia,Floyd County,Western,96620,97613
13,117,Georgia,Forsyth County,Central,220067,227967
13,119,Georgia,Franklin County,Central,22306,22820
13,121,Georgia,Fulton County,Western,1024248,1041423
13,123,Georgia,Gilmer County,Western,30033,30674
13,125,Georgia,Glascock County,Eastern,2992,3062
13,127,Georgia,Glynn County,Eastern,84528,85282
13,129,Georgia,Gordon County,Western,56987,57089
13,131,Georgia,Grady County,Central,24893,24819
13,133,Georgia,Greene County,Central,16939,17281
13,135,Georgia,Gwinnett County,Central,907101,920260
13,137,Georgia,Habersham County,Central,44177,44567
13,139,Georgia,Hall County,Central,196237,199335
13,141,Georgia,Hancock County,Central,8657,8561
13,143,Georgia,Haralson County,Western,28833,29256
13,145,Georgia,Harris County,Western,33617,33915
13,147,Georgia,Hart County,Eastern,25548,25794
13,149,Georgia,Heard County,Western,11574,11730
13,151,Georgia,Henry County,Central,221355,225813
13,153,Georgia,Houston County,Central,151862,153479
13,155,Georgia,Irwin County,Central,9359,9410
13,157,Georgia,Jackson County,Central,64978,67519
13,159,Georgia,Jasper County,Central,13821,13964
13,161,Georgia,Jeff Davis County,Eastern,14970,15025
13,163,Georgia,Jefferson County,Eastern,15788,15648
13,165,Georgia,Jenkins County,Eastern,8770,8767
13,167,Georgia,Johnson County,Eastern,9730,9788
13,169,Georgia,Jones County,Central,28553,28470
13,171,Georgia,Lamar County,Central,18470,18599
13,173,Georgia,Lanier County,Eastern,10454,10425
13,175,Georgia,Laurens County,Eastern,47192,47330
13,177,Georgia,Lee County,Central,29230,29470
13,179,Georgia,Liberty County,Eastern,61390,61386
13,181,Georgia,Lincoln County,Eastern,7864,7880
13,183,Georgia,Long County,Eastern,18594,19014
13,185,Georgia,Lowndes County,Central,114306,115489
13,187,Georgia,Lumpkin County,Central,31528,32873
13,189,Georgia,McDuffie County,Eastern,21456,21498
13,191,Georgia,McIntosh County,Eastern,14072,14106
13,193,Georgia,Macon County,Central,13520,13314
13,195,Georgia,Madison County,Central,28827,29302
13,197,Georgia,Marion County,Western,8511,8450
13,199,Georgia,Meriwether County,Western,21072,21049
13,201,Georgia,Miller County,Western,5881,5838
13,205,Georgia,Mitchell County,Western,22411,22292
13,207,Georgia,Monroe County,Central,26879,27113
13,209,Georgia,Montgomery County,Eastern,8983,9031
13,211,Georgia,Morgan County,Central,18121,18412
13,213,Georgia,Murray County,Western,39376,39782
13,215,Georgia,Muscogee County,Western,196307,194058
13,217,Georgia,Newton County,Central,106580,108078
13,219,Georgia,Oconee County,Central,36866,38028
13,221,Georgia,Oglethorpe County,Central,14710,14877
13,223,Georgia,Paulding County,Western,155374,159445
13,225,Georgia,Peach County,Central,26899,27099
13,227,Georgia,Pickens County,Western,30695,31588
13,229,Georgia,Pierce County,Eastern,19218,19307
13,231,Georgia,Pike County,Western,17923,18217
13,233,Georgia,Polk County,Western,41730,42085
13,235,Georgia,Pulaski County,Central,11307,11201
13,237,Georgia,Putnam County,Central,21548,21730
13,239,Georgia,Quitman County,Western,2333,2358
13,241,Georgia,Rabun County,Central,16528,16602
13,243,Georgia,Randolph County,Western,7225,7075
